nohup: ignoring input
t=2026-04-22T08:19:11+0000 lvl=info msg="no configuration paths supplied"
t=2026-04-22T08:19:11+0000 lvl=info msg="using configuration at default config path" path=/home/azureuser/.config/ngrok/ngrok.yml
t=2026-04-22T08:19:11+0000 lvl=info msg="open config file" path=/home/azureuser/.config/ngrok/ngrok.yml err=nil
t=2026-04-22T08:19:11+0000 lvl=info msg="FIPS 140 mode" enabled=false
t=2026-04-22T08:19:11+0000 lvl=info msg="starting web service" obj=web addr=127.0.0.1:4040 allow_hosts=[]
t=2026-04-22T10:43:42+0000 lvl=info msg="join connections" obj=join id=0b60319b0ce3 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:43:57+0000 lvl=info msg="join connections" obj=join id=7203ad557869 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:44:12+0000 lvl=info msg="join connections" obj=join id=52dce266c7aa l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:44:27+0000 lvl=info msg="join connections" obj=join id=47bf378a44df l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:44:42+0000 lvl=info msg="join connections" obj=join id=1eb4661d70e8 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:44:57+0000 lvl=info msg="join connections" obj=join id=050a6f327970 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:45:12+0000 lvl=info msg="join connections" obj=join id=9f5e71e82d26 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:45:27+0000 lvl=info msg="join connections" obj=join id=fa9f818d071d l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:45:42+0000 lvl=info msg="join connections" obj=join id=86029ce460d2 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:45:57+0000 lvl=info msg="join connections" obj=join id=88906ff5436e l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:46:12+0000 lvl=info msg="join connections" obj=join id=da7d8ceefd65 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:46:28+0000 lvl=info msg="join connections" obj=join id=d2a8e0899c96 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:46:43+0000 lvl=info msg="join connections" obj=join id=1b4e8b680def l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:46:58+0000 lvl=info msg="join connections" obj=join id=05caa1e0d548 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:47:13+0000 lvl=info msg="join connections" obj=join id=da03b8e61597 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:47:28+0000 lvl=info msg="join connections" obj=join id=d3673e7d7997 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:47:43+0000 lvl=info msg="join connections" obj=join id=304ce0212f66 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:47:58+0000 lvl=info msg="join connections" obj=join id=8ed0993ab47d l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:48:13+0000 lvl=info msg="join connections" obj=join id=10ee6a14b946 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:48:28+0000 lvl=info msg="join connections" obj=join id=fe8ba4a6a6a7 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:48:43+0000 lvl=info msg="join connections" obj=join id=91ed07de9915 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:48:58+0000 lvl=info msg="join connections" obj=join id=9cc4625c0099 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:49:13+0000 lvl=info msg="join connections" obj=join id=2d3d2990bbff l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:49:28+0000 lvl=info msg="join connections" obj=join id=8e0a6acbaf12 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:49:43+0000 lvl=info msg="join connections" obj=join id=eea3494ff090 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:49:58+0000 lvl=info msg="join connections" obj=join id=1c38751b1634 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:50:13+0000 lvl=info msg="join connections" obj=join id=32f4314e5641 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:50:28+0000 lvl=info msg="join connections" obj=join id=e11f05131242 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:50:44+0000 lvl=info msg="join connections" obj=join id=7b73c97b6069 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:50:59+0000 lvl=info msg="join connections" obj=join id=ad9dca1e2fde l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:51:14+0000 lvl=info msg="join connections" obj=join id=7ff6990b44c2 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:51:29+0000 lvl=info msg="join connections" obj=join id=21ca8f4560db l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:51:44+0000 lvl=info msg="join connections" obj=join id=462b5e39855a l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:51:59+0000 lvl=info msg="join connections" obj=join id=93078cc77bc3 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:52:14+0000 lvl=info msg="join connections" obj=join id=84b5b96178f3 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:52:29+0000 lvl=info msg="join connections" obj=join id=ee41f35939af l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:52:44+0000 lvl=info msg="join connections" obj=join id=74fc03b1cd25 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:52:59+0000 lvl=info msg="join connections" obj=join id=20996fd61867 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:53:14+0000 lvl=info msg="join connections" obj=join id=ce63d9d4aba0 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:53:29+0000 lvl=info msg="join connections" obj=join id=a04e0e56da9f l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:53:44+0000 lvl=info msg="join connections" obj=join id=d5980d00240f l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:53:59+0000 lvl=info msg="join connections" obj=join id=585e90c04708 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:54:14+0000 lvl=info msg="join connections" obj=join id=4f1d708472cf l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:54:29+0000 lvl=info msg="join connections" obj=join id=024c6a032094 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:54:45+0000 lvl=info msg="join connections" obj=join id=ea4c4c7ac39e l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:55:00+0000 lvl=info msg="join connections" obj=join id=a14df578335f l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:55:15+0000 lvl=info msg="join connections" obj=join id=bb6e76b18535 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:55:30+0000 lvl=info msg="join connections" obj=join id=d9f59b1456a4 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:55:45+0000 lvl=info msg="join connections" obj=join id=5b2a4494cd24 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:56:00+0000 lvl=info msg="join connections" obj=join id=98df08e8a61b l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:56:15+0000 lvl=info msg="join connections" obj=join id=2d4d8721499d l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:56:30+0000 lvl=info msg="join connections" obj=join id=b500276be532 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:56:45+0000 lvl=info msg="join connections" obj=join id=4a1ed84c7316 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:57:00+0000 lvl=info msg="join connections" obj=join id=46c379c1866f l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:57:15+0000 lvl=info msg="join connections" obj=join id=79da5f477076 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:57:30+0000 lvl=info msg="join connections" obj=join id=24d765394a20 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:57:45+0000 lvl=info msg="join connections" obj=join id=9e49a71029ec l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:58:00+0000 lvl=info msg="join connections" obj=join id=f9fa5cd53c81 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:58:15+0000 lvl=info msg="join connections" obj=join id=948752ff3c88 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:58:30+0000 lvl=info msg="join connections" obj=join id=3e3e4afadd97 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:58:45+0000 lvl=info msg="join connections" obj=join id=af50808a38f3 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:59:01+0000 lvl=info msg="join connections" obj=join id=48287f720be8 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:59:16+0000 lvl=info msg="join connections" obj=join id=9713baffb492 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:59:31+0000 lvl=info msg="join connections" obj=join id=c7fc6912d244 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T10:59:46+0000 lvl=info msg="join connections" obj=join id=2e52d1de94c2 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:00:01+0000 lvl=info msg="join connections" obj=join id=0ac242049157 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:00:16+0000 lvl=info msg="join connections" obj=join id=4c26eac96059 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:00:31+0000 lvl=info msg="join connections" obj=join id=28811b87c7ce l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:00:46+0000 lvl=info msg="join connections" obj=join id=4956e26a7cca l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:01:01+0000 lvl=info msg="join connections" obj=join id=4ad90de2c709 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:01:16+0000 lvl=info msg="join connections" obj=join id=c7109c1c2672 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:01:31+0000 lvl=info msg="join connections" obj=join id=3bbcb8b59b07 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:01:46+0000 lvl=info msg="join connections" obj=join id=0aeeb4ce9eef l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:02:01+0000 lvl=info msg="join connections" obj=join id=c8c1220cb029 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:02:16+0000 lvl=info msg="join connections" obj=join id=1a18590ca635 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:02:31+0000 lvl=info msg="join connections" obj=join id=8e2da648c2a9 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:02:46+0000 lvl=info msg="join connections" obj=join id=7bed9e214da0 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:03:02+0000 lvl=info msg="join connections" obj=join id=689e4eb61976 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:03:17+0000 lvl=info msg="join connections" obj=join id=8cb5fa0f6f0b l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:03:32+0000 lvl=info msg="join connections" obj=join id=677404c75132 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:03:47+0000 lvl=info msg="join connections" obj=join id=75ab726cc859 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:04:02+0000 lvl=info msg="join connections" obj=join id=28f71f03d070 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:04:17+0000 lvl=info msg="join connections" obj=join id=6da934093a88 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:04:32+0000 lvl=info msg="join connections" obj=join id=21ca3817e96c l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:04:47+0000 lvl=info msg="join connections" obj=join id=1c47b2d0f48b l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:05:02+0000 lvl=info msg="join connections" obj=join id=d16f39b222a1 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:05:17+0000 lvl=info msg="join connections" obj=join id=9e4f76f10f52 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:05:32+0000 lvl=info msg="join connections" obj=join id=f0b7e8aa3421 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:05:47+0000 lvl=info msg="join connections" obj=join id=ccdc20cb52be l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:06:02+0000 lvl=info msg="join connections" obj=join id=aac6844df677 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:06:17+0000 lvl=info msg="join connections" obj=join id=b6d8e6308aa0 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:06:32+0000 lvl=info msg="join connections" obj=join id=40df2597a2fb l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:06:48+0000 lvl=info msg="join connections" obj=join id=dcea36b88930 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:07:03+0000 lvl=info msg="join connections" obj=join id=dd3ef685dfeb l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:07:18+0000 lvl=info msg="join connections" obj=join id=28105b36f53f l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:07:33+0000 lvl=info msg="join connections" obj=join id=e09b643485f6 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:07:48+0000 lvl=info msg="join connections" obj=join id=8b7a82ad689e l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:08:03+0000 lvl=info msg="join connections" obj=join id=9fef3461f143 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:08:18+0000 lvl=info msg="join connections" obj=join id=58015d7f0779 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:08:33+0000 lvl=info msg="join connections" obj=join id=3e0a1534a1e8 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:08:48+0000 lvl=info msg="join connections" obj=join id=236e5af62ac6 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:09:03+0000 lvl=info msg="join connections" obj=join id=988997666d29 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:09:18+0000 lvl=info msg="join connections" obj=join id=1bbf851c55aa l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:09:33+0000 lvl=info msg="join connections" obj=join id=fded70d39126 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:09:48+0000 lvl=info msg="join connections" obj=join id=49938331b073 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:10:05+0000 lvl=info msg="join connections" obj=join id=73d6471f540b l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:10:20+0000 lvl=info msg="join connections" obj=join id=7c9dc91b5456 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:10:35+0000 lvl=info msg="join connections" obj=join id=3149f0a75795 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:10:50+0000 lvl=info msg="join connections" obj=join id=d862e5e3eb05 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:11:05+0000 lvl=info msg="join connections" obj=join id=edf535d338e9 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:11:20+0000 lvl=info msg="join connections" obj=join id=0e4e6468b5c6 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:11:35+0000 lvl=info msg="join connections" obj=join id=cd583990bc2c l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:11:51+0000 lvl=info msg="join connections" obj=join id=75c5a0e74973 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:12:06+0000 lvl=info msg="join connections" obj=join id=7ae4b941f4cc l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:12:21+0000 lvl=info msg="join connections" obj=join id=46d60db203f7 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:12:36+0000 lvl=info msg="join connections" obj=join id=e6e115cda2c1 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:12:51+0000 lvl=info msg="join connections" obj=join id=531d8e07628e l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:13:06+0000 lvl=info msg="join connections" obj=join id=129591fc1ae3 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:13:21+0000 lvl=info msg="join connections" obj=join id=b39b984acc66 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:13:36+0000 lvl=info msg="join connections" obj=join id=2fe08b0cc424 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:13:51+0000 lvl=info msg="join connections" obj=join id=741878e919fc l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:14:06+0000 lvl=info msg="join connections" obj=join id=567d4cda1700 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:14:21+0000 lvl=info msg="join connections" obj=join id=8e00a726f3ca l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:14:36+0000 lvl=info msg="join connections" obj=join id=03e09267d588 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:14:51+0000 lvl=info msg="join connections" obj=join id=aa0b0f7d5952 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:15:06+0000 lvl=info msg="join connections" obj=join id=cf758ed3af2e l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:15:21+0000 lvl=info msg="join connections" obj=join id=0abc56d7c511 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:15:36+0000 lvl=info msg="join connections" obj=join id=c1159ab46f11 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:15:52+0000 lvl=info msg="join connections" obj=join id=4d229cb4485d l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:16:07+0000 lvl=info msg="join connections" obj=join id=c0e7f74009df l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:16:22+0000 lvl=info msg="join connections" obj=join id=3e4944f10e25 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:16:37+0000 lvl=info msg="join connections" obj=join id=b9f6a3f29d12 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:16:52+0000 lvl=info msg="join connections" obj=join id=e6d1084d1ba8 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:17:07+0000 lvl=info msg="join connections" obj=join id=84df5964d47f l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:17:22+0000 lvl=info msg="join connections" obj=join id=8f7793ab8550 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:17:37+0000 lvl=info msg="join connections" obj=join id=c7cef507539c l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:17:52+0000 lvl=info msg="join connections" obj=join id=597e48c00277 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:18:07+0000 lvl=info msg="join connections" obj=join id=b96a3572cb87 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:18:22+0000 lvl=info msg="join connections" obj=join id=d09ae903ccbd l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:18:37+0000 lvl=info msg="join connections" obj=join id=8c01b5ac2846 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:18:52+0000 lvl=info msg="join connections" obj=join id=c70673463805 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:19:07+0000 lvl=info msg="join connections" obj=join id=0e266d9b61cb l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:19:22+0000 lvl=info msg="join connections" obj=join id=8a30eaf5c761 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:19:37+0000 lvl=info msg="join connections" obj=join id=889dc5b706d7 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:19:52+0000 lvl=info msg="join connections" obj=join id=0dbdedd11184 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:20:07+0000 lvl=info msg="join connections" obj=join id=70aad99ecca0 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:20:23+0000 lvl=info msg="join connections" obj=join id=145293782b70 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:20:38+0000 lvl=info msg="join connections" obj=join id=42a20ba23b92 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:20:53+0000 lvl=info msg="join connections" obj=join id=c4970e1270dd l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:21:08+0000 lvl=info msg="join connections" obj=join id=e51629a438cd l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:21:23+0000 lvl=info msg="join connections" obj=join id=de23c19e0fd0 l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:21:38+0000 lvl=info msg="join connections" obj=join id=2216dbddc3db l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:21:53+0000 lvl=info msg="join connections" obj=join id=f0628f0ebe6f l=127.0.0.1:8787 r=130.248.127.34:50858
t=2026-04-22T11:22:08+0000 lvl=info msg="join connections" obj=join id=951b5b0dccd1 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:22:23+0000 lvl=info msg="join connections" obj=join id=07d358db7875 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:22:38+0000 lvl=info msg="join connections" obj=join id=594e4046b2e5 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:22:53+0000 lvl=info msg="join connections" obj=join id=1c74b87ac671 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:23:08+0000 lvl=info msg="join connections" obj=join id=eb7aca149bd3 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:23:23+0000 lvl=info msg="join connections" obj=join id=a935d8542150 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:23:38+0000 lvl=info msg="join connections" obj=join id=0afba24327b9 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:23:53+0000 lvl=info msg="join connections" obj=join id=f47bf5cfaf8d l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:24:09+0000 lvl=info msg="join connections" obj=join id=194eeea647ae l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:24:24+0000 lvl=info msg="join connections" obj=join id=027efb3845b8 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:24:39+0000 lvl=info msg="join connections" obj=join id=9cb90277faa7 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:24:54+0000 lvl=info msg="join connections" obj=join id=e20a318fd933 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:25:09+0000 lvl=info msg="join connections" obj=join id=1b74b6ab1c16 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:25:24+0000 lvl=info msg="join connections" obj=join id=6505170f4caa l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:25:39+0000 lvl=info msg="join connections" obj=join id=ce2d856e5917 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:25:54+0000 lvl=info msg="join connections" obj=join id=dc19c1413138 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:26:09+0000 lvl=info msg="join connections" obj=join id=cc21d214537f l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:26:24+0000 lvl=info msg="join connections" obj=join id=d093732c5591 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:26:39+0000 lvl=info msg="join connections" obj=join id=6b52d692f67d l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:26:54+0000 lvl=info msg="join connections" obj=join id=3c6a13fdbafe l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:27:09+0000 lvl=info msg="join connections" obj=join id=671d3e79adf7 l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:27:24+0000 lvl=info msg="join connections" obj=join id=78ffeba7630d l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:27:39+0000 lvl=info msg="join connections" obj=join id=73c867f7e96e l=127.0.0.1:8787 r=130.248.127.34:22479
t=2026-04-22T11:27:54+0000 lvl=warn msg="failed to open private leg" id=6c3a14e59fda privaddr=localhost:8787 err="dial tcp 127.0.0.1:8787: connect: connection refused"
t=2026-04-22T12:05:02+0000 lvl=warn msg="failed to open private leg" id=b7990da1350b privaddr=localhost:8787 err="dial tcp 127.0.0.1:8787: connect: connection refused"
t=2026-04-22T14:19:13+0000 lvl=info msg="update available" obj=updater
t=2026-04-22T16:44:16+0000 lvl=warn msg="failed to open private leg" id=cb5a4197c988 privaddr=localhost:8787 err="dial tcp 127.0.0.1:8787: connect: connection refused"
